class,pairs,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16
1,qid:171,2,0,0,1,1,2,0,0,0,1,1,8,4,1,2.3,3
0,qid:172,3,0,0,0,0,1,0,0,0,0,3,8,3,0,2,3
1,qid:172,1,0,0,0,3,4,0,1,1,1,3,14,8,2,2.4,4
0,qid:173,2,1,2,1,2,1,0,2,0,0,8,19,6,2,1.3,2
1,qid:173,1,0,0,1,0,4,0,0,0,1,3,10,4,2,1,1
0,qid:174,2,0,1,0,1,3,0,1,0,0,3,12,4,0,1.8,2
1,qid:174,0,0,0,0,2,6,0,0,0,1,7,16,7,3,2.3,3
0,qid:175,1,0,0,0,1,7,0,0,0,0,3,13,5,1,1.8,2
1,qid:175,1,0,0,0,0,4,0,0,0,0,0,5,1,0,1,1
0,qid:176,0,0,0,0,1,9,0,1,0,0,3,14,3,0,1.3,2
1,qid:176,4,0,2,1,0,5,0,0,0,0,8,20,7,1,2.9,4
1,qid:177,1,0,1,0,0,1,0,0,0,0,4,9,3,1,2,3
0,qid:177,2,1,1,0,2,2,0,0,0,1,5,16,7,1,2.1,3
0,qid:178,0,1,1,0,1,3,0,1,0,0,4,12,6,2,2.3,3
1,qid:178,2,1,1,0,1,0,0,1,1,0,2,9,3,0,2,3
1,qid:179,0,0,1,0,0,2,0,0,0,0,3,6,3,0,1.3,2
0,qid:179,0,0,0,2,0,2,0,1,0,0,4,11,4,0,1.3,2
1,qid:180,1,2,3,1,1,6,0,0,0,0,4,18,3,1,1.3,2
0,qid:180,0,1,1,1,0,5,0,2,0,0,5,16,6,2,3.3,5
1,qid:181,3,2,2,0,0,6,0,0,1,0,6,20,8,2,2.6,3
0,qid:181,3,0,0,1,0,7,0,1,0,0,5,18,3,0,1,1
0,qid:182,2,0,2,3,2,4,1,1,0,0,4,19,9,2,2.3,4
1,qid:182,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1,qid:183,2,0,1,2,2,0,0,0,0,0,6,18,6,1,2.7,4
0,qid:183,2,0,3,1,2,2,0,0,0,1,7,20,8,1,2,2
0,qid:184,1,0,0,1,1,0,0,0,0,0,4,10,3,2,1.7,2
1,qid:184,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0
0,qid:185,2,2,2,0,0,2,0,1,0,0,5,16,7,2,2.6,4
1,qid:185,1,0,0,0,1,2,0,1,1,0,1,7,2,0,1.5,2
1,qid:186,1,0,1,2,2,0,0,0,1,0,7,18,10,3,2.9,5
0,qid:186,1,0,4,1,3,4,0,0,0,1,5,21,6,2,2,3
1,qid:187,1,0,1,0,0,0,0,0,0,0,1,3,1,0,1,1
0,qid:187,2,0,0,2,0,1,0,1,0,0,4,16,5,1,1.8,3
1,qid:188,2,0,0,0,0,10,0,1,0,0,3,18,6,0,2.3,4
0,qid:188,2,0,2,0,0,3,0,1,0,0,3,11,5,0,1.6,2
0,qid:189,2,1,2,2,0,4,0,1,0,1,2,15,9,2,2.8,5
1,qid:189,1,2,0,1,1,6,0,0,1,0,3,16,9,1,2.8,3
0,qid:190,1,1,1,4,2,1,0,1,1,0,7,19,7,1,1.3,2
1,qid:190,1,1,2,1,0,2,0,1,0,1,4,13,3,0,1.7,2
0,qid:191,1,1,0,2,2,3,0,0,1,0,6,18,9,1,2,2
1,qid:191,1,0,1,1,2,1,0,0,1,0,4,12,3,1,1.7,2
0,qid:192,2,1,0,0,3,3,1,0,0,2,5,18,8,3,2.1,2
1,qid:192,0,1,3,2,3,1,0,1,1,2,6,21,10,1,1.6,2
1,qid:193,0,2,0,0,3,3,0,0,1,1,3,15,9,2,2.2,2
0,qid:193,3,3,0,2,2,1,0,2,0,2,5,20,11,2,4.3,5
1,qid:194,1,0,1,0,2,2,0,0,1,1,6,15,6,2,1.5,2
0,qid:194,0,1,0,2,5,4,0,1,0,1,5,19,9,2,2.4,3
0,qid:195,1,2,1,3,2,3,0,2,0,1,5,20,11,5,2.5,2
1,qid:195,1,1,2,0,2,2,0,0,2,2,7,21,11,2,2.2,3
1,qid:196,1,1,1,3,3,1,0,0,1,0,7,20,10,3,2.5,3
0,qid:196,1,0,1,4,1,1,0,0,0,2,7,18,8,1,2.9,5
0,qid:197,0,1,1,2,3,3,0,0,1,1,5,17,9,3,2.4,3
1,qid:197,0,1,2,2,1,4,0,1,1,0,4,16,8,1,3,4
1,qid:198,0,1,0,3,3,1,0,0,0,1,5,14,6,3,1.5,2
0,qid:198,1,3,1,0,2,0,0,0,1,1,6,18,6,1,1.7,3
1,qid:199,1,1,0,1,2,5,0,0,0,1,7,18,9,2,2,3
0,qid:199,5,0,0,1,0,1,0,0,0,0,6,17,7,0,2,2
1,qid:200,2,0,0,1,2,0,0,0,0,0,3,11,5,0,1.8,2
0,qid:200,3,0,2,0,1,2,0,1,0,0,3,15,4,1,2,3
1,qid:201,0,0,2,0,2,2,0,0,0,0,9,19,5,2,1.6,2
0,qid:201,2,0,2,2,2,0,0,1,1,0,6,17,7,2,2,3
0,qid:202,4,2,3,1,0,0,0,0,2,1,4,19,7,2,2.7,5
1,qid:202,2,0,0,1,1,1,0,0,0,0,5,11,4,2,1.5,2
0,qid:203,2,1,2,2,1,1,0,2,0,1,5,19,8,2,2.4,3
1,qid:203,1,0,0,1,2,1,0,1,0,0,3,13,6,0,2.7,3
1,qid:204,0,0,1,0,2,2,0,0,0,0,5,12,5,1,2,3
0,qid:204,1,2,0,1,0,7,0,0,0,1,8,22,8,3,1.4,2
1,qid:205,0,0,0,0,0,1,0,1,0,0,1,4,1,0,1,1
0,qid:205,2,0,1,2,1,1,0,0,1,0,5,16,8,3,2.8,4
0,qid:206,2,0,3,3,2,3,0,1,0,0,9,23,11,3,2.4,4
1,qid:206,0,4,1,0,1,2,0,0,0,2,6,18,7,2,1.4,2
0,qid:207,4,1,2,0,2,2,0,0,1,1,5,20,8,2,2.4,3
1,qid:207,2,0,0,1,0,3,0,0,0,0,3,9,5,1,2.2,3
1,qid:208,0,1,0,0,1,1,0,1,0,0,3,8,3,0,1.7,2
0,qid:208,1,2,0,0,0,3,0,1,0,0,4,12,5,1,1.8,2
1,qid:209,2,0,0,0,0,1,0,0,0,0,6,13,6,1,2.2,2
0,qid:209,1,1,0,2,1,2,0,0,0,0,6,15,7,2,2.3,3
1,qid:210,0,1,0,0,0,1,0,1,0,1,1,6,2,0,1.5,2
0,qid:210,0,1,0,1,0,2,0,1,0,0,2,7,3,0,2,3
1,qid:211,0,0,0,1,2,0,0,0,0,0,3,6,2,1,1,1
0,qid:211,2,2,1,2,0,1,0,0,0,2,6,18,7,1,2.4,4
1,qid:212,0,0,1,0,1,2,0,0,0,0,3,8,4,1,2,3
0,qid:212,0,1,0,1,1,2,0,0,0,0,7,12,4,0,1.8,3
0,qid:213,0,1,1,1,3,1,0,0,0,0,5,12,5,1,1.8,3
1,qid:213,0,0,0,0,1,4,0,0,0,1,4,10,4,0,1.3,2
1,qid:214,1,0,0,1,3,4,0,0,0,1,6,16,8,1,2.3,3
0,qid:214,1,1,1,0,2,5,0,0,0,1,10,21,6,2,2,3
0,qid:215,0,0,0,0,0,8,0,0,1,1,5,15,8,2,2.1,3
1,qid:215,0,0,0,0,1,4,0,0,1,2,4,12,4,1,2.3,3
0,qid:216,0,1,0,1,3,4,0,0,1,2,4,16,10,2,2.8,3
1,qid:216,1,0,1,2,0,2,0,0,1,0,4,11,5,0,2.6,4
1,qid:217,0,2,1,2,3,3,0,0,1,0,8,20,9,2,2.4,4
0,qid:217,0,0,0,1,4,3,0,0,1,2,10,22,9,1,2.3,4
1,qid:218,0,0,0,0,2,2,0,0,0,2,7,15,5,0,1.4,2
0,qid:218,0,0,0,1,1,4,0,1,0,1,6,14,6,2,1.8,2
0,qid:219,1,2,0,1,0,1,0,0,0,0,8,15,6,0,1.8,3
1,qid:219,0,0,0,1,1,0,0,0,0,0,3,6,3,0,1.3,2
1,qid:220,0,0,0,1,1,2,0,0,0,0,4,8,3,1,2,3
0,qid:220,2,0,0,0,0,3,0,0,1,1,3,11,5,1,2.8,4
1,qid:221,0,0,0,3,2,4,0,0,0,1,5,16,8,2,2.9,4
0,qid:221,1,0,0,2,2,6,0,1,0,0,6,20,9,2,2.6,4
1,qid:222,0,0,0,1,2,2,0,0,1,1,3,11,6,1,2,2
0,qid:222,0,0,0,1,2,3,0,0,3,0,5,14,6,1,2,2
0,qid:223,0,1,0,1,3,1,0,0,1,1,4,13,6,0,1.8,3
1,qid:223,0,0,0,0,0,2,0,0,0,1,2,5,1,1,1,1
1,qid:224,0,0,1,0,1,5,0,0,1,0,6,14,6,2,1.3,2
0,qid:224,1,0,1,2,1,3,0,0,1,0,7,17,7,2,1.4,2
0,qid:225,1,0,0,1,1,2,0,0,0,2,2,10,3,1,1.7,2
1,qid:225,0,0,0,0,3,6,0,0,0,1,5,15,6,3,2.2,3
0,qid:226,0,0,0,2,2,4,0,0,1,1,9,20,8,0,2.6,5
1,qid:226,0,0,1,2,0,2,0,0,1,1,4,13,7,0,2.7,4
0,qid:227,0,0,2,2,1,4,0,0,2,0,6,18,8,1,2.3,3
1,qid:227,0,0,1,0,0,1,0,0,0,3,1,8,4,1,1.8,2
1,qid:228,0,0,0,1,0,3,0,0,0,0,6,12,5,1,2.2,3
0,qid:228,1,1,1,3,3,1,0,1,2,0,6,20,11,3,3,3
0,qid:229,0,1,1,0,3,2,0,0,1,3,6,18,8,4,2.5,3
1,qid:229,0,0,0,6,1,3,0,0,2,0,5,17,9,2,2.4,3
0,qid:230,2,1,1,0,2,3,0,0,1,2,7,19,8,3,2.6,3
1,qid:230,1,0,2,2,1,4,0,0,0,1,6,17,6,2,2.3,3
0,qid:231,0,2,1,1,2,3,0,0,0,3,4,16,6,2,2.7,4
1,qid:231,0,0,1,1,2,5,0,0,0,0,9,18,6,2,2.2,3
1,qid:232,1,0,2,1,3,2,0,0,1,0,5,15,6,3,1.2,2
0,qid:232,0,2,0,0,3,3,0,1,1,4,4,18,7,2,2.1,3
0,qid:233,0,1,1,2,1,2,0,0,0,1,8,17,6,2,2.7,4
1,qid:233,0,0,1,0,1,3,0,1,0,0,2,8,5,1,2.2,3
1,qid:234,0,0,0,2,1,2,0,0,0,1,5,11,4,1,2,2
0,qid:234,0,0,0,2,2,4,0,0,1,0,6,15,7,1,2.1,3
0,qid:235,0,1,1,2,2,5,0,0,0,2,8,21,10,3,1.4,2
1,qid:235,1,0,0,2,3,4,0,0,1,1,6,18,10,5,1.5,2
1,qid:236,1,1,0,2,4,3,0,0,0,0,8,20,10,3,2.2,3
0,qid:236,0,1,1,2,3,2,0,0,0,2,8,20,9,1,3.2,5
0,qid:237,0,1,2,1,1,5,0,1,0,2,4,17,7,2,1.9,3
1,qid:237,1,0,2,1,3,2,0,0,0,2,10,23,9,0,1.7,2
1,qid:238,3,0,2,0,2,1,0,0,0,0,8,17,7,1,2.3,3
0,qid:238,1,0,3,1,2,4,0,1,0,1,9,22,8,1,1.6,2
1,qid:239,0,0,2,0,2,1,0,0,1,0,5,13,5,1,1.4,2
0,qid:239,0,1,2,1,3,1,0,1,3,2,1,15,11,2,2.5,2
1,qid:240,0,0,2,0,1,3,0,0,0,0,5,11,5,2,2.4,3
0,qid:240,0,0,1,2,2,2,0,2,0,0,5,17,9,1,2.3,3
1,qid:241,0,0,0,0,0,2,0,0,0,0,3,5,1,0,1,1
0,qid:241,1,0,2,2,3,2,0,0,0,1,6,17,7,1,1.7,2
0,qid:242,0,0,1,1,1,5,0,0,0,3,3,14,7,3,2.6,4
1,qid:242,1,0,1,1,3,2,0,0,0,1,4,13,6,1,1.7,2
0,qid:243,1,0,0,0,4,4,0,0,0,3,6,18,7,2,2,3
1,qid:243,1,0,1,1,1,3,0,0,0,0,8,15,5,1,2,3
0,qid:244,1,0,0,1,3,4,0,0,1,1,9,20,9,2,2.3,3
1,qid:244,0,0,0,0,0,3,0,0,0,0,3,6,2,1,1.5,2
0,qid:245,0,1,2,1,1,3,0,1,0,0,6,16,8,1,3.1,5
1,qid:245,1,1,1,1,1,0,0,1,1,0,6,15,5,0,1.8,3
0,qid:246,1,0,2,0,4,3,0,1,0,3,5,20,10,3,1.9,3
1,qid:246,0,0,2,3,3,2,0,0,0,2,5,18,7,1,3,5
0,qid:247,1,0,2,1,3,1,0,0,2,3,7,21,10,2,2.6,3
1,qid:247,1,0,0,0,2,0,0,0,1,0,2,6,2,1,1,1
1,qid:248,1,1,2,1,1,3,0,0,1,2,7,20,8,2,3.6,5
0,qid:248,0,1,0,1,3,2,0,1,0,1,6,16,6,1,2.7,4
0,qid:249,1,2,3,1,3,4,0,0,1,3,5,23,8,5,1.8,2
1,qid:249,1,2,3,1,1,2,0,0,0,1,9,20,9,2,2.2,4
0,qid:250,1,0,2,0,2,5,0,2,1,2,6,21,10,3,1.7,2
1,qid:250,0,0,3,1,1,2,0,1,2,2,4,18,9,1,2,2
0,qid:251,5,1,0,0,0,2,0,0,0,0,0,8,5,2,1.8,2
1,qid:251,0,0,1,0,0,2,0,0,0,0,2,5,2,1,1.5,2
1,qid:252,2,0,0,1,0,1,0,1,0,0,3,8,2,0,1,1
0,qid:252,3,0,1,0,1,2,0,1,0,0,3,11,2,1,1.5,2
1,qid:253,1,0,0,2,2,3,0,0,0,0,6,14,6,2,1.8,3
0,qid:253,2,0,1,0,0,3,0,0,0,0,6,12,6,1,2.5,4
0,qid:254,3,1,2,0,3,1,0,2,0,0,6,20,8,2,2.6,3
1,qid:254,3,0,2,1,0,3,0,0,0,0,4,14,4,1,1.5,2
0,qid:255,2,0,1,0,2,1,0,0,0,0,4,10,3,1,1.3,2
1,qid:255,2,0,1,1,0,7,0,1,1,1,7,21,8,2,2,3
1,qid:256,1,1,1,0,1,2,0,1,0,0,6,14,4,0,2.3,3
0,qid:256,2,3,1,2,1,3,0,1,0,0,7,20,9,3,1.8,3
0,qid:257,2,0,2,0,0,0,0,2,1,0,2,12,4,1,1.8,2
1,qid:257,2,0,0,0,2,1,0,0,0,0,4,11,4,1,1.5,2
1,qid:258,3,0,0,1,2,2,0,1,1,1,3,17,6,2,2,3
0,qid:258,4,1,2,1,0,3,0,1,0,1,7,20,6,1,2,3
0,qid:259,1,0,1,1,1,2,0,2,0,0,2,10,4,1,2,2
1,qid:259,1,0,1,0,2,2,0,1,1,0,1,9,3,1,2,3
0,qid:260,0,0,0,2,3,1,0,0,0,2,2,12,4,3,1.5,2
1,qid:260,0,0,1,0,1,3,0,0,0,0,3,8,3,2,2,3
0,qid:261,7,0,0,0,0,4,0,1,0,0,8,20,8,2,2.5,4
1,qid:261,1,1,1,0,1,4,0,2,0,1,6,18,7,2,2.1,2
1,qid:262,0,0,0,0,2,4,0,0,0,1,3,14,6,2,1.5,2
0,qid:262,1,0,0,1,0,1,0,1,0,0,2,7,2,0,1.5,2
0,qid:263,0,0,0,1,1,4,0,0,0,0,6,13,6,1,2.2,3
1,qid:263,1,0,1,0,0,2,0,0,0,0,4,9,3,2,2,3
0,qid:264,1,0,0,0,1,3,0,1,0,0,2,10,6,2,2,3
1,qid:264,2,0,0,0,1,2,0,0,0,1,4,13,6,1,1.7,2
0,qid:265,2,0,0,0,1,2,0,0,0,0,3,10,3,1,1.7,2
1,qid:265,0,0,0,1,0,3,0,0,0,0,4,9,4,2,1.8,2
1,qid:266,1,0,0,1,0,6,0,0,0,0,7,19,7,3,2,2
0,qid:266,1,0,0,1,2,2,0,1,0,0,1,9,4,0,2,2
1,qid:267,1,0,1,2,1,7,0,1,0,1,5,23,5,0,1.4,2
0,qid:267,3,1,2,0,0,6,0,1,1,0,4,19,7,1,2.7,3
0,qid:268,1,0,0,1,2,8,0,0,0,0,6,18,6,2,2.3,3
1,qid:268,2,0,1,0,0,4,0,0,0,0,3,10,3,1,1,1
1,qid:269,0,0,0,0,1,5,0,0,0,1,4,14,7,2,1.4,2
0,qid:269,1,0,1,1,1,5,0,0,0,2,1,12,5,3,1.8,3
0,qid:270,3,1,1,2,3,1,1,1,0,0,2,16,6,0,2.3,3
1,qid:270,2,0,0,0,1,2,0,0,0,0,4,10,5,2,1.6,2
0,qid:271,2,1,1,2,3,3,0,0,0,0,6,18,8,2,2,3
1,qid:271,3,1,2,0,0,0,0,0,0,1,5,12,3,0,1.7,2
0,qid:272,2,1,2,1,2,1,0,1,0,1,3,14,5,0,1.8,3
1,qid:272,3,1,1,1,1,3,0,0,0,1,6,17,8,3,2.1,3
0,qid:273,2,0,0,2,1,3,0,0,0,2,7,18,8,2,1.9,3
1,qid:273,0,0,0,1,0,1,0,0,0,1,2,6,3,0,1.3,2
1,qid:274,2,2,2,1,3,2,0,1,0,0,8,21,7,1,1.7,2
0,qid:274,3,2,1,0,0,3,0,1,1,1,4,17,8,2,2,4
0,qid:275,2,1,1,2,2,4,0,3,0,1,4,21,11,2,2.4,3
1,qid:275,0,1,3,0,1,2,0,1,0,2,3,15,6,2,2.2,2
0,qid:276,1,0,0,1,3,2,0,0,0,0,5,14,7,3,1.9,3
1,qid:276,1,0,1,1,0,2,0,0,0,1,2,8,4,1,1.8,2
0,qid:277,3,1,3,0,2,0,0,0,2,0,7,19,8,1,1.8,2
1,qid:277,1,1,0,0,1,2,0,1,0,1,2,9,4,0,1.8,3
0,qid:278,3,1,2,1,0,4,0,1,0,1,6,19,8,2,2.4,3
1,qid:278,2,0,0,0,0,2,0,0,0,0,2,6,2,1,1,1
0,qid:279,1,0,1,0,2,4,0,0,0,0,5,14,7,1,2.1,4
1,qid:279,0,1,2,1,1,3,0,0,0,0,5,14,6,2,2.8,5
1,qid:280,1,1,1,0,1,4,0,0,0,2,5,16,8,2,2.4,4
0,qid:280,1,0,1,3,3,6,0,1,0,1,5,21,8,3,1.6,2
1,qid:281,0,0,0,1,0,3,0,1,0,0,3,8,3,1,1.3,2
0,qid:281,3,0,0,2,0,4,0,2,0,0,8,19,6,1,1.8,3
0,qid:282,2,1,1,0,1,5,0,1,0,1,4,17,10,4,2.3,3
1,qid:282,1,0,0,0,0,1,0,0,0,1,1,5,3,0,1.3,2
1,qid:283,1,0,1,1,0,3,0,0,0,0,1,8,3,1,2,3
0,qid:283,2,1,0,2,0,4,0,1,1,1,6,19,6,2,1.5,2
1,qid:284,0,0,0,1,2,3,0,0,0,0,3,9,4,1,2,3
0,qid:284,2,2,0,0,1,4,0,0,0,1,7,18,7,2,1.6,2
1,qid:285,1,0,0,0,1,2,0,0,0,0,2,6,1,1,1,1
0,qid:285,1,0,0,1,0,3,0,0,0,0,4,9,4,1,2,3
0,qid:286,1,1,0,0,0,4,0,0,0,1,2,9,4,1,2.3,3
1,qid:286,2,0,0,1,2,1,0,0,0,2,2,12,4,2,1.5,2
1,qid:287,0,0,1,0,0,1,0,0,1,0,0,3,1,0,1,1
0,qid:287,3,0,0,0,3,5,0,0,0,1,7,19,6,1,1.7,2
1,qid:288,2,1,0,1,0,2,0,0,0,1,3,10,4,2,1.8,3
0,qid:288,1,0,0,3,2,3,0,0,0,0,5,15,7,2,4,7
1,qid:289,1,0,1,0,0,5,0,0,0,1,3,11,5,2,1.6,2
0,qid:289,4,0,0,1,1,3,0,2,0,0,6,18,7,3,2.4,3
0,qid:290,2,0,0,1,5,6,0,0,0,1,6,22,12,4,2,3
1,qid:290,0,2,1,1,1,1,0,0,0,0,5,11,5,3,2.2,3
0,qid:291,0,0,0,2,1,0,0,1,0,0,3,7,2,0,1.5,2
1,qid:291,1,2,1,1,1,2,0,0,0,1,6,16,7,4,1.7,3
0,qid:292,2,1,0,3,3,2,1,1,0,1,7,21,9,1,2,2
1,qid:292,3,0,0,1,2,7,0,0,0,0,5,19,9,2,1.9,3
0,qid:293,0,1,0,0,2,2,0,1,1,0,4,11,4,1,1.8,3
1,qid:293,0,0,0,1,1,1,0,1,1,0,2,8,3,1,1.3,2
0,qid:294,0,0,0,0,2,3,0,0,1,1,2,9,5,1,1.2,2
1,qid:294,0,0,0,0,1,4,0,0,0,0,4,10,4,1,2.3,3
1,qid:295,0,0,0,0,3,2,0,0,0,1,3,10,4,2,1.5,2
0,qid:295,1,0,0,0,1,2,0,0,0,0,4,9,3,1,2,3
0,qid:296,3,0,1,2,1,3,0,0,1,0,9,20,8,3,2.5,4
1,qid:296,1,0,2,2,0,1,0,0,0,0,1,8,2,1,1.5,2
0,qid:297,4,1,0,2,2,1,0,1,1,1,6,20,9,3,3.1,6
1,qid:297,2,1,0,2,3,2,0,0,0,0,6,16,8,2,2.8,5
0,qid:298,1,0,0,2,0,2,0,0,0,0,3,9,4,1,2,3
1,qid:298,1,0,0,1,0,2,0,0,0,0,3,7,2,1,1.5,2
0,qid:299,1,0,1,1,0,7,0,0,2,1,4,20,6,1,1.3,2
1,qid:299,2,1,1,1,1,2,0,0,0,0,5,13,5,2,1.4,2
1,qid:300,0,1,0,1,1,2,0,0,0,0,5,11,4,1,1.8,2
0,qid:300,3,0,0,1,2,1,0,0,0,0,3,12,2,1,1.5,2
0,qid:301,1,2,0,0,0,0,0,1,0,0,2,7,3,0,1.7,2
1,qid:301,0,0,1,0,0,9,0,0,0,0,0,10,1,0,1,1
0,qid:302,1,1,0,1,0,2,0,0,0,0,3,8,4,2,2,3
1,qid:302,0,0,1,1,0,2,0,0,0,1,3,8,2,0,1.5,2
1,qid:303,0,1,1,2,0,6,0,1,0,2,7,21,9,3,2.2,3
0,qid:303,0,0,1,3,0,1,1,1,0,1,1,9,4,2,1.3,2
1,qid:304,0,0,0,1,0,3,0,0,1,0,3,8,4,2,1.5,2
0,qid:304,0,1,1,1,1,2,0,0,0,0,2,8,3,1,1.7,2
1,qid:305,0,0,1,3,1,2,0,0,0,1,5,13,5,2,1.8,2
0,qid:305,1,1,1,0,1,3,0,0,1,1,3,12,5,2,1.6,2
1,qid:306,1,1,1,0,1,4,0,0,0,2,4,14,5,1,2,3
0,qid:306,2,0,0,2,1,2,0,1,1,1,4,14,6,2,1.8,2
1,qid:307,3,2,2,1,0,0,0,0,0,0,8,18,7,2,1.9,3
0,qid:307,2,0,0,1,1,6,0,1,0,0,5,18,8,0,1.6,2
1,qid:308,1,1,1,1,0,2,0,0,0,0,4,10,4,1,2,3
0,qid:308,1,1,0,2,2,3,0,0,0,2,4,15,7,2,2.4,4
1,qid:309,0,0,0,1,1,0,0,1,0,0,1,4,1,0,1,1
0,qid:309,1,0,0,5,1,3,0,1,0,0,4,15,5,1,2,2
1,qid:310,1,1,0,1,4,3,0,0,2,0,2,14,9,2,2.7,3
0,qid:310,1,2,2,1,1,3,0,1,1,1,8,21,5,2,1.6,2
0,qid:311,0,0,0,2,1,3,0,0,1,0,4,11,4,2,1.5,2
1,qid:311,1,1,1,1,0,6,0,0,0,0,4,14,6,1,1.8,3
1,qid:312,0,0,1,0,2,2,0,0,0,0,4,9,3,1,1.7,2
0,qid:312,0,0,1,2,2,2,0,1,0,0,4,12,5,1,2,3
0,qid:313,1,2,1,0,1,0,0,2,0,0,3,10,4,1,1.3,2
1,qid:313,2,0,0,0,1,1,1,0,0,3,3,13,5,2,1.4,2
1,qid:314,2,0,0,0,0,3,0,1,0,1,2,9,4,1,1.8,2
0,qid:314,2,1,0,2,2,1,0,1,0,0,3,12,5,2,2,3
0,qid:315,1,2,0,1,1,0,0,1,0,0,5,13,6,2,2,3
1,qid:315,1,0,0,0,0,1,0,1,0,0,2,6,2,0,1.5,2
0,qid:316,1,1,0,0,0,1,0,1,0,0,2,6,1,1,1,1
1,qid:316,0,0,0,0,0,3,0,1,0,0,4,8,2,1,1,1
0,qid:317,1,0,0,1,2,4,0,1,0,0,5,15,4,2,1.3,2
1,qid:317,0,0,2,2,1,2,0,0,0,0,5,12,4,2,1.3,2
1,qid:318,0,0,3,2,3,4,0,0,0,1,7,20,8,3,2.6,4
0,qid:318,1,2,2,3,3,2,0,1,0,1,6,21,7,1,2,3
0,qid:319,1,2,1,1,4,2,1,0,0,1,5,18,7,3,1.7,3
1,qid:319,1,0,0,0,2,1,0,0,1,0,2,7,2,1,1,1
1,qid:320,1,1,2,1,1,2,0,0,0,0,6,15,7,1,1.4,2
0,qid:320,1,1,0,2,1,0,0,1,1,0,1,8,3,0,1.7,2
1,qid:321,0,0,0,1,1,2,0,0,0,0,3,7,5,1,1.8,3
0,qid:321,0,2,2,3,3,1,0,2,1,0,6,20,9,2,1.7,3
1,qid:322,1,0,1,1,1,3,0,0,0,1,5,13,5,1,2.8,4
0,qid:322,5,1,1,0,3,2,0,2,1,1,5,21,8,2,2.3,3
1,qid:323,1,3,1,2,0,2,0,0,0,0,8,17,7,4,2.9,3
0,qid:323,3,1,1,3,0,3,0,0,0,0,8,20,8,4,2.8,3
0,qid:324,3,1,2,0,0,3,0,2,1,0,6,21,8,0,1.6,3
1,qid:324,0,0,3,2,1,2,0,1,1,0,6,20,7,3,3,5
1,qid:325,0,3,2,1,0,4,0,0,0,0,7,20,9,4,3.6,5
0,qid:325,0,0,1,0,2,1,0,2,0,1,4,12,5,0,2,3
1,qid:326,1,2,0,0,4,1,0,0,0,0,7,16,8,1,2.3,4
0,qid:326,3,2,2,2,5,0,0,1,0,0,8,23,11,3,2.1,2
1,qid:327,0,2,1,0,1,3,0,0,0,0,6,14,6,2,1.8,2
0,qid:327,1,2,2,2,1,3,0,0,0,1,7,20,7,4,1.4,2
0,qid:328,4,1,0,1,1,1,0,1,0,0,5,17,9,1,2.3,3
1,qid:328,2,2,0,0,3,1,0,0,1,1,5,20,7,2,1.7,3
0,qid:329,3,0,1,0,2,4,0,1,0,0,8,20,8,2,2,3
1,qid:329,4,1,0,2,0,3,0,1,0,0,2,14,5,1,1.8,3
1,qid:330,1,0,2,2,1,1,0,0,0,0,6,16,6,2,1.2,2
0,qid:330,2,1,0,0,2,1,0,1,0,0,4,13,6,1,2.3,4
0,qid:331,1,0,0,1,0,4,0,0,0,0,5,13,5,2,2,3
1,qid:331,1,0,0,0,1,1,0,0,0,0,1,5,2,0,1.5,2
0,qid:332,3,2,1,1,0,1,0,1,0,0,7,18,7,1,2,2
1,qid:332,2,0,0,0,2,1,0,0,0,0,0,10,0,0,0,0
1,qid:333,1,0,0,0,1,0,0,0,0,1,2,7,2,0,1,1
0,qid:333,1,0,0,1,1,1,0,0,1,1,4,14,6,1,1.8,2
1,qid:334,2,0,0,0,0,2,0,0,0,0,6,12,5,2,1.6,2
0,qid:334,2,0,0,1,1,6,0,1,0,0,2,14,3,0,1.7,2
0,qid:335,3,0,0,0,2,1,0,0,0,0,0,10,0,0,0,0
1,qid:335,0,0,0,0,0,1,0,0,0,0,2,6,2,1,1,1
0,qid:336,4,0,0,0,2,2,0,0,0,1,6,18,7,3,1.9,3
1,qid:336,3,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0
0,qid:337,1,0,1,0,3,1,0,0,0,0,6,14,6,3,1.7,2
1,qid:337,1,0,0,0,0,1,0,0,0,0,3,6,2,1,1.5,2
0,qid:338,2,0,0,2,2,4,0,0,0,1,6,17,8,2,2.8,4
1,qid:338,0,0,1,0,0,13,0,0,0,1,2,18,2,1,1.5,2
1,qid:339,1,1,3,0,1,2,0,0,0,1,4,17,6,2,1.2,2
0,qid:339,2,3,1,1,2,2,1,0,1,0,3,16,6,1,1.8,2
0,qid:340,2,1,1,1,0,0,0,0,0,0,3,9,3,1,1,1
1,qid:340,0,2,0,0,0,2,0,0,0,1,4,10,4,1,1.3,2
1,qid:341,0,0,1,0,0,17,0,0,0,1,2,22,2,1,1.5,2
0,qid:341,1,1,0,0,1,1,0,0,0,1,6,15,6,2,1.8,3
1,qid:342,1,0,1,0,1,0,0,0,0,1,2,6,2,1,1.5,2
0,qid:342,2,1,2,0,2,0,0,0,1,0,3,12,5,1,2,3
